intent,example
greeting_goodbye,پایان مکالمه، بای بای
greeting_goodbye,فعلاً بریم، بای
greeting_goodbye,به زودی می‌بینمت، بای
greeting_goodbye,فعلاً می‌رم، بای
greeting_goodbye,تا وقتی دیگر، بای
greeting_goodbye,فعلاً خداحافظی، تا دیدار دوباره
greeting_goodbye,وقت خداحافظیه، بای بای
greeting_goodbye,خدافظ
greeting_goodbye,بای
greeting_goodbye,بدرود
greeting_goodbye,خدا یار
greeting_goodbye,موفق باشی
greeting_goodbye,تا بعد
greeting_goodbye,روز خوش
greeting_goodbye,تا دیدار
greeting_goodbye,وقت رفتن
greeting_goodbye,پایان
greeting_goodbye,تا وقت دیگه
greeting_goodbye,خدا نگهدار
greeting_goodbye,به امید دیدار
greeting_goodbye,فعلاً می‌رم
greeting_goodbye,پایان مکالمه
greeting_goodbye,تا بعدی
greeting_goodbye,فعلاً خداحافظ
greeting_goodbye,تا وقتی دیگه
greeting_goodbye,به امید ملاقات
greeting_goodbye,مراقب خودت باش
greeting_goodbye,بای بای فعلاً
greeting_goodbye,فعلاً بریم
greeting_goodbye,وقت خداحافظیه
greeting_goodbye,بریم تا بعد
greeting_goodbye,تا دیدار دوباره
greeting_goodbye,تا زمان دیگر
greeting_goodbye,فعلاً مرخصی
greeting_goodbye,موفق باشی تا بعد
greeting_goodbye,فعلاً روز خوبی داشته باشی
greeting_goodbye,فعلاً مرخصی می‌گیرم، به امید دیدار دوباره
greeting_goodbye,روز خوش، باید خداحافظی کنم و به کارم برسم
greeting_goodbye,پایان مکالمه، موفق باشی، خداحافظ
greeting_goodbye,با آرزوی موفقیت برای شما، خداحافظی می‌کنم
greeting_goodbye,فعلاً خداحافظ، باید به کارهای دیگری برسم
greeting_goodbye,تا بعد، امیدوارم دوباره با هم صحبت کنیم
greeting_goodbye,به امید دیدار دوباره، فعلاً خداحافظ
greeting_goodbye,وقت رفتن است، خدا نگهدار
greeting_goodbye,فعلاً بریم، تا فرصت بعدی
greeting_goodbye,به هر حال، باید خداحافظی کنم و به کارهای دیگه برسم
greeting_goodbye,مواظب خودت باش، تا دفعه بعد، خداحافظ
greeting_goodbye,با سپاس از شما، وقت خداحافظیه
greeting_goodbye,به هر صورت، باید خداحافظی کنم و ادامه بدم
greeting_goodbye,با تشکر از شما، فعلاً خداحافظی می‌کنم
greeting_goodbye,به امید دیدار دوباره، فعلاً خداحافظ
greeting_goodbye,به زودی می‌بینمت، اما فعلاً خداحافظ
greeting_goodbye,پایان مکالمه، خدا نگهدار
greeting_goodbye,فعلاً بای بای، امیدوارم روزت خوب باشه
greeting_goodbye,وقت خداحافظی است، به امید دیدار دوباره
greeting_goodbye,فعلاً باید خداحافظی کنم، مراقب خودت باش
greeting_goodbye,خداحافظ
greeting_goodbye,خدا پشت و پناهت
greeting_goodbye,با اجازه من برم
greeting_goodbye,تا بعد
greeting_goodbye,خدا به همرات
greeting_goodbye,خدا نگه دار
greeting_goodbye,خدا نگهدار
greeting_goodbye,خداحافظ تا بعد
greeting_goodbye,خداحافظی
greeting_goodbye,سلام برسون
greeting_goodbye,فعلا
greeting_goodbye,من برم خدافظ
greeting_goodbye,من رفتم خدافظ
greeting_goodbye,می بینمت
greeting_goodbye,می بینمت فعلا خداحافظ
greeting_goodbye,کاری نداری
greeting_goodbye,خدا حافظ عزیز دلم
quota_days_remain,لطفاً مانده‌ی سهمیه‌ی فصلی را اعلام نمایید
quota_days_remain,چه تعداد روز از سهمیه فصلی باقی مانده است؟
quota_days_remain,خواهشمند است مانده روزهای سهمیه فصلی را اطلاع دهید
quota_days_remain,از میزان مانده سهمیه فصلی مطلع بفرمایید
quota_days_remain,چند روز از سهمیه فصلی برای من باقی مانده است؟
quota_days_remain,لطفاً تعداد روزهای باقی‌مانده از سهمیه فصلی را اعلام کنید
quota_days_remain,خواهشمندم مانده‌ی سهمیه‌ی فصلی را اعلام کنید
quota_days_remain,از میزان مانده روزهای سهمیه فصلی اطلاع دهید
quota_days_remain,خواهشمند است مانده روزهای سهمیه فصلی را اعلام نمایید
quota_days_remain,لطفاً مانده‌ی روزهای سهمیه فصلی را بگویید
quota_days_remain,از تعداد روزهای باقیمانده سهمیه فصلی مطلع بفرمایید
quota_days_remain,خواهشمندم میزان مانده روزهای سهمیه فصلی را اعلام کنید
quota_days_remain,تعداد روزهای باقی‌مانده از سهمیه فصلی را بفرمایید
quota_days_remain,خواهشمندم تعداد روزهای باقی‌مانده از سهمیه فصلی را اعلام نمایید
quota_days_remain,مانده روزهای سهمیه فصلی به چه صورت است؟
quota_days_remain,از مانده روزهای سهمیه فصلی مطلع شوید و اعلام کنید
quota_days_remain,لطفاً میزان روزهای باقی‌مانده از سهمیه فصلی را بگویید
quota_days_remain,از میزان باقیمانده روزهای سهمیه فصلی اطلاع دهید
quota_days_remain,لطفاً از میزان روزهای باقی‌مانده سهمیه فصلی اطلاع دهید
quota_days_remain,چند روز از سهمیه فصلی همچنان باقی است؟
quota_days_remain,لطفاً تعداد روزهای باقیمانده سهمیه فصلی را بفرمایید
quota_days_remain,خواهشمندم میزان روزهای باقیمانده سهمیه فصلی را بگویید
quota_days_remain,از تعداد روزهای مانده سهمیه فصلی اطلاع دهید
quota_days_remain,میزان باقی‌مانده روزهای سهمیه فصلی را بفرمایید
quota_days_remain,خواهشمند است از تعداد روزهای باقی‌مانده سهمیه فصلی مطلع شوید
quota_days_remain,لطفاً تعداد روزهای موجود از سهمیه فصلی را اعلام کنید
quota_days_remain,خواهشمندم از مانده روزهای سهمیه فصلی مطلع شوید و بگویید
quota_days_remain,مانده روزهای سهمیه فصلی چند روز است؟
quota_days_remain,می‌شه بگی چقدر از سهمیه فصلی باقی مونده؟
quota_days_remain,چند روز دیگه از سهمیه فصلی داریم؟
quota_days_remain,باقی‌مانده سهمیه فصلی چقدره؟
quota_days_remain,روزهای باقی‌مونده سهمیه فصلیمون چقدره؟
quota_days_remain,باقی‌مونده روزهای سهمیه فصلی چقدره؟
quota_days_remain,باقی‌مونده سهمیه فصلی چقدره؟
quota_days_remain,می‌شه بگی سهمیه فصلیم چقدر مونده؟
quota_days_remain,باقی‌مانده سهمیه فصلی من چقدره؟
quota_days_remain,چقدر از سهمیه فصلی باقی مونده؟
quota_days_remain,روزهای سهمیه فصلی من چقدر مونده؟
quota_days_remain,می‌تونی بگی سهمیه فصلیم چقدر باقی مونده؟
quota_days_remain,Is this conversation helpful so far?
quota_days_remain,باقی‌مونده روزای سهمیه فصلی چقدره؟
quota_days_remain,می‌دونی چند روز از سهمیه فصلی مونده؟
quota_days_remain,سهمیه فصلی چقدر مونده؟
quota_days_remain,چندتا روز از سهمیه فصلی باقی مونده؟
quota_days_remain,چند روز سهمیه فصلی داریم هنوز؟
quota_days_remain,باقی‌مونده از سهمیه فصلی چقدره؟
quota_days_remain,چند روز از سهمیه فصلی من باقی مونده؟
quota_days_remain,باقی‌مانده روزهای سهمیه فصلی چقدره؟
quota_days_remain,می‌دونی سهمیه فصلیم چقدر مونده؟
quota_days_remain,باقی‌مونده سهمیه فصلی به چند روز می‌رسه؟
quota_days_remain,سهمیه فصلی باقی‌مونده چقدره؟
quota_days_remain,روزای باقیمونده سهمیه فصلی چقدره؟
quota_days_remain,چند روز از سهمیه مانده؟
quota_days_remain,مانده روزهای سهمیه چقدر است؟
quota_days_remain,چند روز فصلی دارم؟
quota_days_remain,چند روز از سهمیه باقی است؟
quota_days_remain,باقی‌مانده سهمیه چند روز است؟
quota_days_remain,سهمیه فصلی من چقدر مانده؟
quota_days_remain,چند روز از سهمیه فصلی مانده؟
quota_days_remain,باقیمانده سهمیه را اعلام کنید
quota_days_remain,سهمیه فصلی چند روز است؟
quota_days_remain,باقی‌مانده روزهای فصلی چقدر؟
quota_days_remain,روزهای باقیمانده از سهمیه فصلی چقدر است؟
quota_days_remain,چند روز از سهمیه فصلی استفاده نشده؟
quota_days_remain,مانده روزهای فصلی من؟
quota_days_remain,چند روز از سهمیه فصلی مانده؟
quota_days_remain,مانده سهمیه فصلی؟
quota_days_remain,روزهای باقی از سهمیه فصلی؟
quota_days_remain,مانده روزهای فصلی؟
quota_days_remain,چند روز از سهمیه فصلی استفاده نشده است؟
quota_days_remain,باقی‌مانده روزهای سهمیه؟
quota_days_remain,سهمیه فصلی چقدر باقیمانده؟
quota_days_remain,چند روز از سهمیه باقی مانده؟
